YYMM|CC-CODE|CC-DESC|RCODE-CODE|RCODE-DESC|CCAATT-CODE|CCAATT-DESC|CCAATTMM-CODE|CCAATTMM-DESC|MALE|FEMALE|TOTAL|HOUSE|
5712|30|จังหวัดนครราชสีมา |0| |0| |0| |1,294,987|1,325,530|2,620,517|892,415|
5712|31|จังหวัดบุรีรัมย์ |0| |0| |0| |787,851|791,397|1,579,248|431,959|
5712|32|จังหวัดสุรินทร์ |0| |0| |0| |695,694|695,942|1,391,636|370,706|
5712|33|จังหวัดศรีสะเกษ |0| |0| |0| |732,288|732,925|1,465,213|367,441|
5712|34|จังหวัดอุบลราชธานี |0| |0| |0| |925,427|919,242|1,844,669|549,758|
5712|35|จังหวัดยโสธร |0| |0| |0| |271,163|269,048|540,211|159,693|
5712|36|จังหวัดชัยภูมิ |0| |0| |0| |565,212|571,837|1,137,049|368,618|
5712|37|จังหวัดอำนาจเจริญ |0| |0| |0| |187,742|187,638|375,380|106,880|
5712|38|จังหวัดบึงกาฬ |0| |0| |0| |211,021|207,545|418,566|122,918|
5712|39|จังหวัดหนองบัวลำภู |0| |0| |0| |255,508|253,356|508,864|139,187|
5712|40|จังหวัดขอนแก่น |0| |0| |0| |884,822|905,227|1,790,049|576,964|
5712|41|จังหวัดอุดรธานี |0| |0| |0| |783,033|787,267|1,570,300|474,231|
5712|42|จังหวัดเลย |0| |0| |0| |319,966|314,547|634,513|205,970|
5712|43|จังหวัดหนองคาย |0| |0| |0| |258,638|258,622|517,260|162,073|
5712|44|จังหวัดมหาสารคาม |0| |0| |0| |472,517|488,071|960,588|276,824|
5712|45|จังหวัดร้อยเอ็ด |0| |0| |0| |652,615|655,703|1,308,318|361,435|
5712|46|จังหวัดกาฬสินธุ์ |0| |0| |0| |490,584|494,323|984,907|281,393|
5712|47|จังหวัดสกลนคร |0| |0| |0| |568,953|569,656|1,138,609|344,901|
5712|48|จังหวัดนครพนม |0| |0| |0| |356,106|357,235|713,341|207,331|
5712|49|จังหวัดมุกดาหาร |0| |0| |0| |173,449|172,567|346,016|104,721|
5712|50|จังหวัดเชียงใหม่ |0| |0| |0| |816,620|861,664|1,678,284|732,313|
5712|51|จังหวัดลำพูน |0| |0| |0| |196,755|208,713|405,468|169,101|
5712|52|จังหวัดลำปาง |0| |0| |0| |369,819|383,194|753,013|279,421|
5712|53|จังหวัดอุตรดิตถ์ |0| |0| |0| |226,251|234,149|460,400|162,042|
5712|54|จังหวัดแพร่ |0| |0| |0| |220,434|233,649|454,083|169,402|
5712|55|จังหวัดน่าน |0| |0| |0| |240,785|237,479|478,264|157,881|
5712|56|จังหวัดพะเยา |0| |0| |0| |236,671|247,783|484,454|181,374|
5712|57|จังหวัดเชียงราย |0| |0| |0| |593,393|614,306|1,207,699|504,820|
5712|58|จังหวัดแม่ฮ่องสอน |0| |0| |0| |126,855|121,323|248,178|101,557|
5712|60|จังหวัดนครสวรรค์ |0| |0| |0| |525,146|547,610|1,072,756|390,771|
5712|61|จังหวัดอุทัยธานี |0| |0| |0| |162,264|167,915|330,179|115,493|
5712|62|จังหวัดกำแพงเพชร |0| |0| |0| |362,217|367,305|729,522|258,024|
5712|63|จังหวัดตาก |0| |0| |0| |272,263|267,290|539,553|199,332|
5712|64|จังหวัดสุโขทัย |0| |0| |0| |293,786|308,674|602,460|205,789|
5712|65|จังหวัดพิษณุโลก |0| |0| |0| |421,572|437,416|858,988|322,221|
5712|66|จังหวัดพิจิตร |0| |0| |0| |268,100|279,443|547,543|184,895|
5712|67|จังหวัดเพชรบูรณ์ |0| |0| |0| |494,251|501,556|995,807|332,641|
5712|70|จังหวัดราชบุรี |0| |0| |0| |415,725|437,492|853,217|293,877|
5712|71|จังหวัดกาญจนบุรี |0| |0| |0| |425,132|423,066|848,198|316,924|
5712|72|จังหวัดสุพรรณบุรี |0| |0| |0| |411,089|437,964|849,053|283,486|
5712|73|จังหวัดนครปฐม |0| |0| |0| |428,006|463,065|891,071|358,652|
5712|74|จังหวัดสมุทรสาคร |0| |0| |0| |256,880|275,007|531,887|257,863|
5712|75|จังหวัดสมุทรสงคราม |0| |0| |0| |93,316|100,873|194,189|65,497|
5712|76|จังหวัดเพชรบุรี |0| |0| |0| |229,510|244,682|474,192|192,949|
5712|77|จังหวัดประจวบคีรีขันธ์ |0| |0| |0| |260,580|264,527|525,107|235,180|
5712|80|จังหวัดนครศรีธรรมราช |0| |0| |0| |766,756|781,272|1,548,028|532,393|
5712|81|จังหวัดกระบี่ |0| |0| |0| |227,411|229,400|456,811|167,678|
5712|82|จังหวัดพังงา |0| |0| |0| |130,577|130,793|261,370|106,096|
5712|83|จังหวัดภูเก็ต |0| |0| |0| |179,221|199,143|378,364|225,520|
5712|84|จังหวัดสุราษฎร์ธานี |0| |0| |0| |514,167|526,063|1,040,230|454,197|
5712|85|จังหวัดระนอง |0| |0| |0| |89,653|87,436|177,089|83,620|
5712|86|จังหวัดชุมพร |0| |0| |0| |248,367|252,208|500,575|216,600|
5712|90|จังหวัดสงขลา |0| |0| |0| |684,223|717,080|1,401,303|497,127|
5712|91|จังหวัดสตูล |0| |0| |0| |155,575|157,098|312,673|96,668|
5712|92|จังหวัดตรัง |0| |0| |0| |312,812|325,934|638,746|216,333|
5712|93|จังหวัดพัทลุง |0| |0| |0| |254,372|266,047|520,419|181,424|
5712|94|จังหวัดปัตตานี |0| |0| |0| |339,872|346,314|686,186|174,480|
5712|95|จังหวัดยะลา |0| |0| |0| |254,056|257,855|511,911|152,322|
5712|96|จังหวัดนราธิวาส |0| |0| |0| |383,850|390,949|774,799|197,269|
5612|0|ทั่วประเทศ|0| |0| |0| |31,845,971|32,939,938|64,785,909|23,466,417|
5612|10|กรุงเทพมหานคร|0| |0| |0| |2,694,921|2,991,331|5,686,252|2,593,827|
5612|11|จังหวัดสมุทรปราการ |0| |0| |0| |596,744|644,866|1,241,610|570,561|
5612|12|จังหวัดนนทบุรี |0| |0| |0| |542,196|614,075|1,156,271|578,127|
5612|13|จังหวัดปทุมธานี |0| |0| |0| |500,610|552,548|1,053,158|506,671|
5612|14|จังหวัดพระนครศรีอยุธยา |0| |0| |0| |384,912|413,058|797,970|291,925|
5612|15|จังหวัดอ่างทอง |0| |0| |0| |136,237|147,495|283,732|92,520|
5612|16|จังหวัดลพบุรี |0| |0| |0| |380,306|377,664|757,970|273,039|
5612|17|จังหวัดสิงห์บุรี |0| |0| |0| |101,384|111,306|212,690|72,712|
5612|18|จังหวัดชัยนาท |0| |0| |0| |160,542|172,227|332,769|117,840|
5612|19|จังหวัดสระบุรี |0| |0| |0| |311,374|317,842|629,216|241,289|
5612|20|จังหวัดชลบุรี |0| |0| |0| |681,399|708,955|1,390,354|810,915|
5612|21|จังหวัดระยอง |0| |0| |0| |325,635|335,585|661,220|378,274|
5612|22|จังหวัดจันทบุรี |0| |0| |0| |257,783|266,477|524,260|213,357|
5612|23|จังหวัดตราด |0| |0| |0| |111,778|112,232|224,010|97,103|
5612|24|จังหวัดฉะเชิงเทรา |0| |0| |0| |338,125|352,101|690,226|256,000|
5612|25|จังหวัดปราจีนบุรี |0| |0| |0| |235,901|240,266|476,167|182,221|
5612|26|จังหวัดนครนายก |0| |0| |0| |126,837|129,248|256,085|89,052|
5612|27|จังหวัดสระแก้ว |0| |0| |0| |276,825|274,112|550,937|187,555|
5612|30|จังหวัดนครราชสีมา |0| |0| |0| |1,289,861|1,320,303|2,610,164|870,650|
5612|31|จังหวัดบุรีรัมย์ |0| |0| |0| |785,215|788,223|1,573,438|423,235|
5612|32|จังหวัดสุรินทร์ |0| |0| |0| |694,034|694,160|1,388,194|364,389|
5612|33|จังหวัดศรีสะเกษ |0| |0| |0| |731,029|730,999|1,462,028|362,193|
5612|34|จังหวัดอุบลราชธานี |0| |0| |0| |921,576|914,947|1,836,523|536,623|
5612|35|จังหวัดยโสธร |0| |0| |0| |271,082|269,301|540,383|156,654|
5612|36|จังหวัดชัยภูมิ |0| |0| |0| |564,750|570,973|1,135,723|362,387|
5612|37|จังหวัดอำนาจเจริญ |0| |0| |0| |187,519|187,179|374,698|104,743|
5612|38|จังหวัดบึงกาฬ |0| |0| |0| |209,830|206,406|416,236|119,309|
5612|39|จังหวัดหนองบัวลำภู |0| |0| |0| |254,763|252,374|507,137|136,692|
5612|40|จังหวัดขอนแก่น |0| |0| |0| |881,591|900,064|1,781,655|561,774|
5612|41|จังหวัดอุดรธานี |0| |0| |0| |780,497|783,467|1,563,964|462,177|
5612|42|จังหวัดเลย |0| |0| |0| |318,828|313,377|632,205|201,835|
5612|43|จังหวัดหนองคาย |0| |0| |0| |257,603|257,340|514,943|159,150|
5612|44|จังหวัดมหาสารคาม |0| |0| |0| |470,808|484,836|955,644|271,033|
5612|45|จังหวัดร้อยเอ็ด |0| |0| |0| |653,049|655,909|1,308,958|356,357|
5612|46|จังหวัดกาฬสินธุ์ |0| |0| |0| |490,074|493,956|984,030|276,497|
5612|47|จังหวัดสกลนคร |0| |0| |0| |566,875|567,447|1,134,322|337,411|
5612|48|จังหวัดนครพนม |0| |0| |0| |354,947|355,913|710,860|206,362|
5612|49|จังหวัดมุกดาหาร |0| |0| |0| |172,744|171,558|344,302|102,409|
5612|50|จังหวัดเชียงใหม่ |0| |0| |0| |811,759|855,129|1,666,888|713,053|
5612|51|จังหวัดลำพูน |0| |0| |0| |196,747|208,521|405,268|166,969|
5612|52|จังหวัดลำปาง |0| |0| |0| |371,269|383,593|754,862|275,994|
5612|53|จังหวัดอุตรดิตถ์ |0| |0| |0| |226,897|234,098|460,995|160,077|
5612|54|จังหวัดแพร่ |0| |0| |0| |221,660|234,414|456,074|167,368|
5612|55|จังหวัดน่าน |0| |0| |0| |240,652|237,260|477,912|155,803|
5612|56|จังหวัดพะเยา |0| |0| |0| |237,991|248,753|486,744|179,004|
5612|57|จังหวัดเชียงราย |0| |0| |0| |592,033|612,627|1,204,660|495,337|
5612|58|จังหวัดแม่ฮ่องสอน |0| |0| |0| |126,189|120,360|246,549|98,757|
5612|60|จังหวัดนครสวรรค์ |0| |0| |0| |525,351|547,791|1,073,142|383,867|
5612|61|จังหวัดอุทัยธานี |0| |0| |0| |162,018|167,518|329,536|113,246|
5612|62|จังหวัดกำแพงเพชร |0| |0| |0| |361,867|366,764|728,631|253,170|
5612|63|จังหวัดตาก |0| |0| |0| |268,742|263,611|532,353|194,173|
5612|64|จังหวัดสุโขทัย |0| |0| |0| |293,934|308,779|602,713|202,791|
5612|65|จังหวัดพิษณุโลก |0| |0| |0| |420,718|435,658|856,376|316,448|
5612|66|จังหวัดพิจิตร |0| |0| |0| |268,787|280,068|548,855|181,980|
5612|67|จังหวัดเพชรบูรณ์ |0| |0| |0| |493,852|500,545|994,397|328,410|
5612|70|จังหวัดราชบุรี |0| |0| |0| |414,568|435,594|850,162|287,882|
5612|71|จังหวัดกาญจนบุรี |0| |0| |0| |422,441|420,441|842,882|310,254|
5612|72|จังหวัดสุพรรณบุรี |0| |0| |0| |410,724|437,342|848,066|278,254|
5612|73|จังหวัดนครปฐม |0| |0| |0| |423,695|458,489|882,184|347,411|
5612|74|จังหวัดสมุทรสาคร |0| |0| |0| |251,059|268,398|519,457|252,038|
5612|75|จังหวัดสมุทรสงคราม |0| |0| |0| |93,295|100,821|194,116|63,916|
5612|76|จังหวัดเพชรบุรี |0| |0| |0| |228,054|243,033|471,087|180,149|
5612|77|จังหวัดประจวบคีรีขันธ์ |0| |0| |0| |258,690|261,581|520,271|225,070|
5612|80|จังหวัดนครศรีธรรมราช |0| |0| |0| |763,810|778,033|1,541,843|521,594|
5612|81|จังหวัดกระบี่ |0| |0| |0| |224,619|226,271|450,890|163,076|
5612|82|จังหวัดพังงา |0| |0| |0| |129,799|129,621|259,420|103,681|
5612|83|จังหวัดภูเก็ต |0| |0| |0| |174,827|194,695|369,522|214,084|
5612|84|จังหวัดสุราษฎร์ธานี |0| |0| |0| |509,947|521,865|1,031,812|439,456|
5612|85|จังหวัดระนอง |0| |0| |0| |88,592|86,184|174,776|81,698|
5612|86|จังหวัดชุมพร |0| |0| |0| |247,419|250,875|498,294|211,095|
5612|90|จังหวัดสงขลา |0| |0| |0| |678,456|711,434|1,389,890|480,215|
5612|91|จังหวัดสตูล |0| |0| |0| |154,184|155,609|309,793|94,126|
5612|92|จังหวัดตรัง |0| |0| |0| |311,695|324,348|636,043|211,453|
5612|93|จังหวัดพัทลุง |0| |0| |0| |253,264|264,757|518,021|177,357|
5612|94|จังหวัดปัตตานี |0| |0| |0| |335,698|343,140|678,838|171,020|
5612|95|จังหวัดยะลา |0| |0| |0| |251,023|255,115|506,138|148,696|
5612|96|จังหวัดนราธิวาส |0| |0| |0| |379,462|386,683|766,145|192,577|
5512|0|ทั่วประเทศ|0| |0| |0| |31,700,727|32,755,968|64,456,695|22,836,819|
5512|10|กรุงเทพมหานคร|0| |0| |0| |2,690,754|2,982,806|5,673,560|2,522,855|
5512|11|จังหวัดสมุทรปราการ |0| |0| |0| |588,975|634,327|1,223,302|548,883|
5512|12|จังหวัดนนทบุรี |0| |0| |0| |535,711|605,962|1,141,673|561,618|
5512|13|จังหวัดปทุมธานี |0| |0| |0| |491,124|542,713|1,033,837|489,783|
5512|14|จังหวัดพระนครศรีอยุธยา |0| |0| |0| |382,941|410,568|793,509|283,567|
5512|15|จังหวัดอ่างทอง |0| |0| |0| |136,201|147,681|283,882|90,876|
5512|16|จังหวัดลพบุรี |0| |0| |0| |380,621|377,438|758,059|267,673|
5512|17|จังหวัดสิงห์บุรี |0| |0| |0| |101,743|111,473|213,216|71,590|
5512|18|จังหวัดชัยนาท |0| |0| |0| |160,769|172,403|333,172|115,328|
5512|19|จังหวัดสระบุรี |0| |0| |0| |309,848|315,841|625,689|235,103|
5512|20|จังหวัดชลบุรี |0| |0| |0| |668,744|695,258|1,364,002|762,583|
5512|21|จังหวัดระยอง |0| |0| |0| |319,869|329,406|649,275|355,245|
5512|22|จังหวัดจันทบุรี |0| |0| |0| |256,690|265,122|521,812|207,743|
5512|23|จังหวัดตราด |0| |0| |0| |111,235|111,620|222,855|94,754|
5512|24|จังหวัดฉะเชิงเทรา |0| |0| |0| |335,983|349,738|685,721|248,437|
5512|25|จังหวัดปราจีนบุรี |0| |0| |0| |234,870|238,900|473,770|177,010|
5512|26|จังหวัดนครนายก |0| |0| |0| |126,351|128,823|255,174|86,919|
5512|27|จังหวัดสระแก้ว |0| |0| |0| |275,572|272,770|548,342|183,266|
5512|30|จังหวัดนครราชสีมา |0| |0| |0| |1,286,164|1,315,003|2,601,167|846,385|
5512|31|จังหวัดบุรีรัมย์ |0| |0| |0| |781,850|784,890|1,566,740|414,411|
5512|32|จังหวัดสุรินทร์ |0| |0| |0| |693,423|692,854|1,386,277|357,659|
5512|33|จังหวัดศรีสะเกษ |0| |0| |0| |729,197|729,173|1,458,370|356,374|
5512|34|จังหวัดอุบลราชธานี |0| |0| |0| |916,604|910,316|1,826,920|522,672|
5512|35|จังหวัดยโสธร |0| |0| |0| |270,973|269,294|540,267|153,652|
5512|36|จังหวัดชัยภูมิ |0| |0| |0| |563,323|569,711|1,133,034|355,416|
5512|37|จังหวัดอำนาจเจริญ |0| |0| |0| |187,031|186,463|373,494|102,854|
5512|38|จังหวัดบึงกาฬ |0| |0| |0| |207,932|204,681|412,613|115,491|
5512|39|จังหวัดหนองบัวลำภู |0| |0| |0| |253,750|251,321|505,071|134,178|
5512|40|จังหวัดขอนแก่น |0| |0| |0| |879,360|895,456|1,774,816|549,114|
5512|41|จังหวัดอุดรธานี |0| |0| |0| |777,179|780,119|1,557,298|453,060|
5512|42|จังหวัดเลย |0| |0| |0| |317,859|311,928|629,787|197,064|
5512|43|จังหวัดหนองคาย |0| |0| |0| |256,372|256,067|512,439|155,924|
5512|44|จังหวัดมหาสารคาม |0| |0| |0| |467,530|477,619|945,149|265,469|
5512|45|จังหวัดร้อยเอ็ด |0| |0| |0| |652,498|656,072|1,308,570|350,406|
5512|46|จังหวัดกาฬสินธุ์ |0| |0| |0| |490,617|494,467|985,084|271,232|
5512|47|จังหวัดสกลนคร |0| |0| |0| |564,186|564,988|1,129,174|330,608|
5512|48|จังหวัดนครพนม |0| |0| |0| |353,589|354,761|708,350|202,074|
5512|49|จังหวัดมุกดาหาร |0| |0| |0| |171,947|170,921|342,868|99,797|
5512|50|จังหวัดเชียงใหม่ |0| |0| |0| |806,720|848,922|1,655,642|693,605|
5512|51|จังหวัดลำพูน |0| |0| |0| |196,622|208,051|404,673|164,729|
5512|52|จังหวัดลำปาง |0| |0| |0| |372,756|384,055|756,811|273,438|
5512|53|จังหวัดอุตรดิตถ์ |0| |0| |0| |227,281|234,013|461,294|157,937|
5512|54|จังหวัดแพร่ |0| |0| |0| |222,570|235,037|457,607|165,223|
5512|55|จังหวัดน่าน |0| |0| |0| |240,868|236,805|477,673|153,061|
5512|56|จังหวัดพะเยา |0| |0| |0| |238,646|249,474|488,120|176,338|
5512|57|จังหวัดเชียงราย |0| |0| |0| |590,446|609,977|1,200,423|484,525|
5512|58|จังหวัดแม่ฮ่องสอน |0| |0| |0| |125,162|119,194|244,356|96,327|
5512|60|จังหวัดนครสวรรค์ |0| |0| |0| |525,569|547,778|1,073,347|376,391|
5512|61|จังหวัดอุทัยธานี |0| |0| |0| |161,735|167,215|328,950|110,882|
5512|62|จังหวัดกำแพงเพชร |0| |0| |0| |361,511|366,044|727,555|247,772|
5512|63|จังหวัดตาก |0| |0| |0| |265,492|260,553|526,045|188,548|
5512|64|จังหวัดสุโขทัย |0| |0| |0| |293,990|308,611|602,601|199,359|
5512|65|จังหวัดพิษณุโลก |0| |0| |0| |419,826|434,546|854,372|309,602|
5512|66|จังหวัดพิจิตร |0| |0| |0| |269,192|280,203|549,395|178,119|
5512|67|จังหวัดเพชรบูรณ์ |0| |0| |0| |494,058|499,644|993,702|322,166|
5512|70|จังหวัดราชบุรี |0| |0| |0| |412,906|433,725|846,631|281,758|
5512|71|จังหวัดกาญจนบุรี |0| |0| |0| |420,467|417,802|838,269|303,065|
5512|72|จังหวัดสุพรรณบุรี |0| |0| |0| |410,612|436,696|847,308|272,653|
5512|73|จังหวัดนครปฐม |0| |0| |0| |420,026|454,590|874,616|338,019|
5512|74|จังหวัดสมุทรสาคร |0| |0| |0| |245,830|262,982|508,812|245,074|
5512|75|จังหวัดสมุทรสงคราม |0| |0| |0| |93,217|100,825|194,042|62,538|
5512|76|จังหวัดเพชรบุรี |0| |0| |0| |227,095|241,779|468,874|176,190|
5512|77|จังหวัดประจวบคีรีขันธ์ |0| |0| |0| |258,085|258,965|517,050|216,524|
5512|80|จังหวัดนครศรีธรรมราช |0| |0| |0| |760,997|773,890|1,534,887|506,992|
5512|81|จังหวัดกระบี่ |0| |0| |0| |221,906|223,061|444,967|157,428|
5512|82|จังหวัดพังงา |0| |0| |0| |128,842|128,651|257,493|101,209|
5512|83|จังหวัดภูเก็ต |0| |0| |0| |170,766|190,139|360,905|200,119|
5512|84|จังหวัดสุราษฎร์ธานี |0| |0| |0| |505,556|517,732|1,023,288|423,136|
5512|85|จังหวัดระนอง |0| |0| |0| |94,160|88,488|182,648|78,951|
5512|86|จังหวัดชุมพร |0| |0| |0| |245,973|249,337|495,310|204,913|
5512|90|จังหวัดสงขลา |0| |0| |0| |672,775|705,799|1,378,574|464,261|
5512|91|จังหวัดสตูล |0| |0| |0| |152,420|153,459|305,879|91,133|
5512|92|จังหวัดตรัง |0| |0| |0| |309,729|322,191|631,920|206,005|
5512|93|จังหวัดพัทลุง |0| |0| |0| |251,650|262,842|514,492|172,773|
5512|94|จังหวัดปัตตานี |0| |0| |0| |332,109|339,506|671,615|167,310|
5512|95|จังหวัดยะลา |0| |0| |0| |248,437|252,377|500,814|144,464|
5512|96|จังหวัดนราธิวาส |0| |0| |0| |375,340|382,057|757,397|187,209|
5412|0|ทั่วประเทศ|0| |0| |0| |31,529,148|32,546,885|64,076,033|22,240,259|
5412|10|กรุงเทพมหานคร|0| |0| |0| |2,692,954|2,981,889|5,674,843|2,459,680|
5412|11|จังหวัดสมุทรปราการ |0| |0| |0| |579,927|623,296|1,203,223|531,987|
5412|12|จังหวัดนนทบุรี |0| |0| |0| |527,269|595,358|1,122,627|539,147|
5412|13|จังหวัดปทุมธานี |0| |0| |0| |480,467|530,431|1,010,898|471,813|
5412|14|จังหวัดพระนครศรีอยุธยา |0| |0| |0| |380,310|407,343|787,653|274,707|
5412|15|จังหวัดอ่างทอง |0| |0| |0| |136,354|147,707|284,061|89,282|
5412|16|จังหวัดลพบุรี |0| |0| |0| |379,805|376,322|756,127|262,446|
5412|17|จังหวัดสิงห์บุรี |0| |0| |0| |101,932|111,655|213,587|70,306|
5412|18|จังหวัดชัยนาท |0| |0| |0| |160,884|172,372|333,256|112,618|
5412|19|จังหวัดสระบุรี |0| |0| |0| |306,986|313,468|620,454|229,498|
5412|20|จังหวัดชลบุรี |0| |0| |0| |656,537|682,119|1,338,656|733,031|
5412|21|จังหวัดระยอง |0| |0| |0| |314,392|323,344|637,736|338,895|
5412|22|จังหวัดจันทบุรี |0| |0| |0| |254,516|262,339|516,855|202,977|
5412|23|จังหวัดตราด |0| |0| |0| |110,801|111,212|222,013|92,324|
5412|24|จังหวัดฉะเชิงเทรา |0| |0| |0| |333,151|346,219|679,370|241,628|
5412|25|จังหวัดปราจีนบุรี |0| |0| |0| |232,784|236,868|469,652|172,576|
5412|26|จังหวัดนครนายก |0| |0| |0| |125,631|128,200|253,831|84,764|
5412|27|จังหวัดสระแก้ว |0| |0| |0| |274,286|271,310|545,596|178,367|
5412|30|จังหวัดนครราชสีมา |0| |0| |0| |1,278,327|1,306,998|2,585,325|823,789|
5412|31|จังหวัดบุรีรัมย์ |0| |0| |0| |778,059|781,026|1,559,085|404,940|
5412|32|จังหวัดสุรินทร์ |0| |0| |0| |690,644|689,755|1,380,399|349,872|
5412|33|จังหวัดศรีสะเกษ |0| |0| |0| |726,173|726,030|1,452,203|350,176|
5412|34|จังหวัดอุบลราชธานี |0| |0| |0| |911,101|904,956|1,816,057|507,544|
5412|35|จังหวัดยโสธร |0| |0| |0| |270,306|268,547|538,853|150,384|
5412|36|จังหวัดชัยภูมิ |0| |0| |0| |560,672|566,751|1,127,423|347,540|
5412|37|จังหวัดอำนาจเจริญ |0| |0| |0| |186,476|185,765|372,241|100,257|
5412|38|จังหวัดบึงกาฬ |0| |0| |0| |205,647|201,987|407,634|110,987|
5412|39|จังหวัดหนองบัวลำภู |0| |0| |0| |252,496|250,055|502,551|131,484|
5412|40|จังหวัดขอนแก่น |0| |0| |0| |875,013|891,053|1,766,066|534,715|
5412|41|จังหวัดอุดรธานี |0| |0| |0| |772,960|775,147|1,548,107|441,910|
5412|42|จังหวัดเลย |0| |0| |0| |315,516|309,404|624,920|191,811|
5412|43|จังหวัดหนองคาย |0| |0| |0| |255,256|254,614|509,870|152,247|
5412|44|จังหวัดมหาสารคาม |0| |0| |0| |465,768|473,968|939,736|259,702|
5412|45|จังหวัดร้อยเอ็ด |0| |0| |0| |651,054|654,004|1,305,058|343,722|
5412|46|จังหวัดกาฬสินธุ์ |0| |0| |0| |489,082|492,573|981,655|264,820|
5412|47|จังหวัดสกลนคร |0| |0| |0| |561,563|561,788|1,123,351|321,336|
5412|48|จังหวัดนครพนม |0| |0| |0| |351,819|352,949|704,768|196,975|
5412|49|จังหวัดมุกดาหาร |0| |0| |0| |170,814|169,767|340,581|97,402|
5412|50|จังหวัดเชียงใหม่ |0| |0| |0| |802,823|843,321|1,646,144|676,920|
5412|51|จังหวัดลำพูน |0| |0| |0| |196,509|207,443|403,952|162,132|
5412|52|จังหวัดลำปาง |0| |0| |0| |373,104|384,430|757,534|270,307|
5412|53|จังหวัดอุตรดิตถ์ |0| |0| |0| |227,307|233,733|461,040|155,686|
5412|54|จังหวัดแพร่ |0| |0| |0| |223,491|235,259|458,750|162,905|
5412|55|จังหวัดน่าน |0| |0| |0| |240,465|236,147|476,612|150,669|
5412|56|จังหวัดพะเยา |0| |0| |0| |238,346|248,126|486,472|173,527|
5412|57|จังหวัดเชียงราย |0| |0| |0| |589,759|608,897|1,198,656|474,177|
5412|58|จังหวัดแม่ฮ่องสอน |0| |0| |0| |125,240|118,808|244,048|93,827|
5412|60|จังหวัดนครสวรรค์ |0| |0| |0| |524,806|546,880|1,071,686|368,737|
5412|61|จังหวัดอุทัยธานี |0| |0| |0| |161,334|166,700|328,034|108,485|
5412|62|จังหวัดกำแพงเพชร |0| |0| |0| |360,906|365,103|726,009|242,029|
5412|63|จังหวัดตาก |0| |0| |0| |269,370|261,648|531,018|183,210|
5412|64|จังหวัดสุโขทัย |0| |0| |0| |293,624|307,880|601,504|196,052|
5412|65|จังหวัดพิษณุโลก |0| |0| |0| |418,328|433,029|851,357|302,934|
5412|66|จังหวัดพิจิตร |0| |0| |0| |269,338|280,350|549,688|176,236|
5412|67|จังหวัดเพชรบูรณ์ |0| |0| |0| |492,922|497,885|990,807|315,547|
5412|70|จังหวัดราชบุรี |0| |0| |0| |411,063|431,621|842,684|275,331|
5412|71|จังหวัดกาญจนบุรี |0| |0| |0| |421,782|417,132|838,914|296,794|
5412|72|จังหวัดสุพรรณบุรี |0| |0| |0| |409,641|435,412|845,053|268,094|
5412|73|จังหวัดนครปฐม |0| |0| |0| |415,745|450,319|866,064|328,951|
5412|74|จังหวัดสมุทรสาคร |0| |0| |0| |241,183|257,915|499,098|240,519|
5412|75|จังหวัดสมุทรสงคราม |0| |0| |0| |93,302|100,784|194,086|61,139|
5412|76|จังหวัดเพชรบุรี |0| |0| |0| |225,884|240,195|466,079|171,797|
5412|77|จังหวัดประจวบคีรีขันธ์ |0| |0| |0| |256,429|256,139|512,568|209,556|
5412|80|จังหวัดนครศรีธรรมราช |0| |0| |0| |757,150|768,921|1,526,071|492,249|
5412|81|จังหวัดกระบี่ |0| |0| |0| |218,708|219,331|438,039|151,850|
5412|82|จังหวัดพังงา |0| |0| |0| |127,682|127,249|254,931|98,726|
5412|83|จังหวัดภูเก็ต |0| |0| |0| |167,370|186,477|353,847|188,994|
5412|84|จังหวัดสุราษฎร์ธานี |0| |0| |0| |500,121|511,943|1,012,064|407,879|
5412|85|จังหวัดระนอง |0| |0| |0| |95,317|88,532|183,849|76,450|
5412|86|จังหวัดชุมพร |0| |0| |0| |244,542|247,640|492,182|199,270|
5412|90|จังหวัดสงขลา |0| |0| |0| |667,250|699,760|1,367,010|449,859|
5412|91|จังหวัดสตูล |0| |0| |0| |150,319|151,148|301,467|88,007|
5412|92|จังหวัดตรัง |0| |0| |0| |307,422|319,286|626,708|200,620|
5412|93|จังหวัดพัทลุง |0| |0| |0| |250,280|260,783|511,063|168,259|
5412|94|จังหวัดปัตตานี |0| |0| |0| |327,632|335,853|663,485|161,694|
5412|95|จังหวัดยะลา |0| |0| |0| |244,903|248,864|493,767|140,892|
5412|96|จังหวัดนราธิวาส |0| |0| |0| |370,019|377,353|747,372|182,290|
5312|0|ทั่วประเทศ|0| |0| |0| |31,451,801|32,426,466|63,878,267|21,681,635|
5312|10|กรุงเทพมหานคร|0| |0| |0| |2,709,568|2,991,826|5,701,394|2,400,540|
5312|11|จังหวัดสมุทรปราการ |0| |0| |0| |572,079|613,101|1,185,180|514,174|
5312|12|จังหวัดนนทบุรี |0| |0| |0| |518,161|583,582|1,101,743|525,261|
5312|13|จังหวัดปทุมธานี |0| |0| |0| |469,034|516,609|985,643|457,458|
5312|14|จังหวัดพระนครศรีอยุธยา |0| |0| |0| |377,833|404,263|782,096|266,483|
5312|15|จังหวัดอ่างทอง |0| |0| |0| |136,825|148,145|284,970|87,503|
5312|16|จังหวัดลพบุรี |0| |0| |0| |379,370|376,484|755,854|257,115|
